study,author,year,n_1,n_2,yi,paper,n_t
metabolism,Ryan,2006,62,63,0.023402622,Ryan_2006,125
metabolism,Ryan,2006,71,65,-0.018074386,Ryan_2006,136
metabolism,Ryan,2006,71,62,-0.046247604,Ryan_2006,133
metabolism,Zoeller,2005,7,9,-0.411895051,Zoeller_2005,16
metabolism,Zoeller,2005,7,8,0.459262082,Zoeller_2005,15
metabolism,Zoeller,2005,8,9,-0.197659372,Zoeller_2005,17
metabolism,Zoeller,2005,8,9,-0.206793868,Zoeller_2005,17
metabolism,Zoeller,2005,8,7,0.5889544,Zoeller_2005,15
metabolism,Takagi,2004,8,8,-0.309486811,Takagi_2004,16
metabolism,Takagi,2004,8,8,1.029273596,Takagi_2004,16
metabolism,Takagi,2004,8,8,-0.911471011,Takagi_2004,16
metabolism,Takagi,2004,8,8,-0.445615839,Takagi_2004,16
metabolism,Takagi,2004,8,8,0.105187106,Takagi_2004,16
metabolism,Takagi,2004,8,8,-1.436779961,Takagi_2004,16
metabolism,Takagi,2004,12,19,0.58917023,Takagi_2004,31
metabolism,Zoeller,2005,8,9,-0.569024904,Zoeller_2005,17
metabolism,Zoeller,2005,7,9,-0.390569802,Zoeller_2005,16
metabolism,Zoeller,2005,8,9,0.653014736,Zoeller_2005,17
metabolism,Zoeller,2005,8,9,-0.497871375,Zoeller_2005,17
metabolism,Zoeller,2005,8,9,0.324868713,Zoeller_2005,17
metabolism,Zoeller,2005,8,9,0.647734847,Zoeller_2005,17
metabolism,Akingbemi,2004,7,7,1.092117349,Akingbemi_2004,14
metabolism,Takagi,2004,6,5,-1.430440467,Takagi_2004,11
metabolism,Takagi,2004,6,5,1.239847359,Takagi_2004,11
metabolism,Takagi,2004,6,6,-2.533514233,Takagi_2004,12
metabolism,Takagi,2004,6,5,-2.276795367,Takagi_2004,11
metabolism,Takagi,2004,6,5,-0.68303861,Takagi_2004,11
metabolism,Takagi,2004,6,6,-3.307041532,Takagi_2004,12
metabolism,Yoshida,2004,12,15,0.419186163,Yoshida_2004,27
metabolism,Yoshida,2004,12,19,0.718406106,Yoshida_2004,31
metabolism,Yoshida,2004,12,15,0.701168225,Yoshida_2004,27
metabolism,Yoshida,2004,12,19,0.591622844,Yoshida_2004,31
metabolism,Ichihara,2003,12,12,0,Ichihara_2003,24
metabolism,Ichihara,2003,12,12,-0.292276123,Ichihara_2003,24
metabolism,Ichihara,2003,12,12,0.040394895,Ichihara_2003,24
metabolism,Kato,2003,8,8,-0.66106916,Kato_2003,16
metabolism,Kato,2003,8,8,-0.984661879,Kato_2003,16
metabolism,Kato,2003,8,6,-5.748293964,Kato_2003,14
metabolism,Negishi,2003,27,27,-0.649830022,Negishi_2003,54
metabolism,Negishi,2003,27,27,-0.999592909,Negishi_2003,54
metabolism,Negishi,2003,27,27,-0.946811827,Negishi_2003,54
metabolism,Negishi,2003,15,15,-0.648955266,Negishi_2003,30
metabolism,Negishi,2003,27,27,-0.917923461,Negishi_2003,54
metabolism,Negishi,2003,27,27,-1.274854046,Negishi_2003,54
metabolism,Honma,2002,10,10,0.856545004,Honma_2002,20
metabolism,Honma,2002,10,10,0.662127003,Honma_2002,20
metabolism,Honma,2002,10,10,-0.665560042,Honma_2002,20
metabolism,Honma,2002,10,10,-1.427575006,Honma_2002,20
metabolism,Kato,2003,8,8,0.240019455,Kato_2003,16
metabolism,Kato,2003,8,8,-0.461786137,Kato_2003,16
metabolism,Negishi,2003,9,9,0.023771388,Negishi_2003,18
metabolism,Negishi,2003,9,9,-0.205777313,Negishi_2003,18
metabolism,Negishi,2003,9,9,-0.237430571,Negishi_2003,18
metabolism,Negishi,2003,9,9,-0.006645543,Negishi_2003,18
metabolism,Negishi,2003,9,9,-0.027126051,Negishi_2003,18
metabolism,Negishi,2003,9,9,-0.818569197,Negishi_2003,18
metabolism,Honma,2002,10,10,-0.15916621,Honma_2002,20
metabolism,Honma,2002,10,10,-0.421864098,Honma_2002,20
metabolism,Honma,2002,10,10,-0.696790127,Honma_2002,20
metabolism,Honma,2002,10,10,-0.950251277,Honma_2002,20
metabolism,Kobayashi,2002,5,5,-1.484379831,Kobayashi_2002,10
metabolism,Kobayashi,2002,5,5,-1.049623184,Kobayashi_2002,10
metabolism,Kobayashi,2002,5,4,0.294320445,Kobayashi_2002,9
metabolism,Kobayashi,2002,5,4,0.091976013,Kobayashi_2002,9
metabolism,Kobayashi,2002,6,10,-0.422745468,Kobayashi_2002,16
metabolism,Nagao,2002,10,10,-0.530248704,Nagao_2002,20
metabolism,Nagao,2002,10,10,-0.967334821,Nagao_2002,20
metabolism,Nagao,2002,10,10,0.036290631,Nagao_2002,20
metabolism,Tinwell,2002a,7,7,0.798807499,Tinwell_2002a,14
metabolism,Tinwell,2002a,7,7,0.592729906,Tinwell_2002a,14
metabolism,Tinwell,2002a,7,7,0.481018072,Tinwell_2002a,14
metabolism,Tinwell,2002a,7,7,0.755082817,Tinwell_2002a,14
metabolism,Tinwell,2002a,7,7,-0.226999235,Tinwell_2002a,14
metabolism,Tinwell,2002a,7,7,-0.561565094,Tinwell_2002a,14
metabolism,Tinwell,2002b,7,7,0.401117924,Tinwell_2002b,14
metabolism,Tinwell,2002b,7,6,0.265702803,Tinwell_2002b,13
metabolism,Tinwell,2002b,7,7,-0.71783461,Tinwell_2002b,14
metabolism,Tinwell,2002b,7,7,-0.176171064,Tinwell_2002b,14
metabolism,Tinwell,2002b,7,6,-0.266507486,Tinwell_2002b,13
metabolism,Tinwell,2002b,7,7,-1.384810991,Tinwell_2002b,14
metabolism,Tinwell,2002b,7,7,-0.00937584,Tinwell_2002b,14
metabolism,Tinwell,2002b,7,7,-0.081353786,Tinwell_2002b,14
metabolism,Tinwell,2002b,7,7,0.295242381,Tinwell_2002b,14
metabolism,Tinwell,2002b,7,6,0.054508903,Tinwell_2002b,13
metabolism,Tinwell,2002b,7,7,-0.632022272,Tinwell_2002b,14
metabolism,Tinwell,2002b,7,7,-0.560765501,Tinwell_2002b,14
metabolism,Yoshino,2002,5,5,0.348821967,Yoshino_2002,10
metabolism,Yoshino,2002,10,10,0.170707091,Yoshino_2002,20
metabolism,Rubin,2001,23,18,1.31367559,Rubin_2001,41
metabolism,Rubin,2001,23,28,0.678977265,Rubin_2001,51
metabolism,Rubin,2001,27,19,1.589798344,Rubin_2001,46
metabolism,Rubin,2001,27,19,1.170277141,Rubin_2001,46
metabolism,Rubin,2001,23,18,0.626004194,Rubin_2001,41
metabolism,Rubin,2001,23,28,-0.087963717,Rubin_2001,51
metabolism,Rubin,2001,27,19,0.333374981,Rubin_2001,46
metabolism,Rubin,2001,27,19,0.381993492,Rubin_2001,46
metabolism,Howdeshell,2000,21,21,1.7841271,Howdeshell_2000,42
metabolism,Howdeshell,2000,21,21,2.248015312,Howdeshell_2000,42
metabolism,Kwon,2000,8,8,-0.159952887,Kwon_2000,16
metabolism,Kwon,2000,8,8,-0.840433886,Kwon_2000,16
metabolism,Kwon,2000,8,7,-0.808782707,Kwon_2000,15
metabolism,Kwon,2000,8,8,0.989167475,Kwon_2000,16
metabolism,Kwon,2000,8,8,-0.59454393,Kwon_2000,16
metabolism,Kwon,2000,8,7,-0.792928156,Kwon_2000,15
metabolism,Ashby,1999,8,6,-0.334518375,Ashby_1999,14
metabolism,Ashby,1999,8,8,-0.163290271,Ashby_1999,16
metabolism,Ashby,1999,8,7,-0.560911159,Ashby_1999,15
metabolism,Ashby,1999,8,6,-0.216069828,Ashby_1999,14
metabolism,Ashby,1999,8,6,-0.837996347,Ashby_1999,14
metabolism,Ashby,1999,6,7,0.92995981,Ashby_1999,13
metabolism,Ashby,1999,6,6,0.597338981,Ashby_1999,12
metabolism,Cagen,1999,51,26,-0.199334849,Cagen_1999,77
metabolism,Cagen,1999,51,28,-0.181505811,Cagen_1999,79
metabolism,Cagen,1999,51,27,-0.180978467,Cagen_1999,78
metabolism,Cagen,1999,51,25,0.034494003,Cagen_1999,76
metabolism,Nagao,1999,29,30,-1.056061562,Nagao_1999,59
metabolism,Nagao,1999,30,31,-0.809434981,Nagao_1999,61
metabolism,Nagao,1999,24,25,-0.314807676,Nagao_1999,49
metabolism,Nagao,1999,25,25,-0.198839132,Nagao_1999,50
metabolism,vomSaal,1998,11,7,-1.142545978,vomSaal_1998,18
metabolism,vomSaal,1998,11,7,-0.415471265,vomSaal_1998,18
metabolism,Lin,2011,5,5,-3.431388259,Lin_2011,10
metabolism,Lin,2011,5,5,-3.651857565,Lin_2011,10
metabolism,Lin,2011,5,5,-2.961424705,Lin_2011,10
metabolism,Hao,2012,16,13,-0.818358596,Hao_2012,29
metabolism,Lin,2011,5,5,-2.23407093,Lin_2011,10
metabolism,Hao,2012,16,14,-0.275146624,Hao_2012,30
metabolism,Hao,2012,16,12,0.268861345,Hao_2012,28
metabolism,Hao,2012,16,10,0.305708526,Hao_2012,26
metabolism,Hao,2012,16,10,0.599275486,Hao_2012,26
metabolism,Hao,2013,16,11,0.464797579,Hao_2013,27
metabolism,Hao,2012,16,12,1.341592695,Hao_2012,28
metabolism,Hao,2013,16,10,1.323921692,Hao_2013,26
metabolism,Hao,2012,16,12,-0.268861345,Hao_2012,28
metabolism,Hao,2012,16,10,0,Hao_2012,26
metabolism,Hao,2012,16,10,0,Hao_2012,26
metabolism,Hao,2013,16,10,0.998792476,Hao_2013,26
metabolism,Hao,2012,16,13,0.084588371,Hao_2012,29
metabolism,Hao,2012,16,14,0.417676907,Hao_2012,30
metabolism,Schmidt,2012,12,12,3.596086403,Schmidt_2012,24
metabolism,Schmidt,2012,12,12,1.564688497,Schmidt_2012,24
metabolism,Schmidt,2012,12,12,1.058464042,Schmidt_2012,24
metabolism,Hao,2013,16,11,1.159996784,Hao_2013,27
metabolism,Schmidt,2012,12,12,2.503582241,Schmidt_2012,24
metabolism,Hao,2012,16,12,2.82322419,Hao_2012,28
metabolism,Pocar,2012,33,27,-0.825455013,Pocar_2012,60
metabolism,Pocar,2012,33,24,-0.245993838,Pocar_2012,57
metabolism,Pocar,2012,33,27,-0.95231793,Pocar_2012,60
metabolism,Pocar,2012,33,28,-0.075810994,Pocar_2012,61
metabolism,Hao,2012,16,10,-0.520596375,Hao_2012,26
metabolism,Hao,2012,16,10,0,Hao_2012,26
metabolism,Hao,2012,16,12,0.32888257,Hao_2012,28
metabolism,Tanaka,2003,59,53,0.058240304,Tanaka_2003,112
metabolism,Hayashi,2011,8,3,-0.561871714,Hayashi_2011,11
metabolism,Hayashi,2011,8,7,-0.383000864,Hayashi_2011,15
metabolism,Tanaka,2003,76,52,0.813828499,Tanaka_2003,128
metabolism,Zhang,2013,10,10,-2.630266869,Zhang_2013,20
metabolism,Hayashi,2011,6,6,-0.451532217,Hayashi_2011,12
metabolism,Hayashi,2011,8,5,-0.262634069,Hayashi_2011,13
metabolism,Hayashi,2011,6,6,-0.335673922,Hayashi_2011,12
metabolism,Zhang,2013,10,10,-1.144711884,Zhang_2013,20
metabolism,Niermann,2015,3,3,0.786337509,Niermann_2015,6
metabolism,Lin,2011,5,5,0.194606076,Lin_2011,10
metabolism,Lin,2011,5,5,0.40384841,Lin_2011,10
metabolism,Lin,2011,5,5,0.452251601,Lin_2011,10
metabolism,Campioli,2014,6,6,0.04814017,Campioli_2014,12
metabolism,Lin,2011,5,5,0.922842898,Lin_2011,10
metabolism,Campioli,2014,6,6,0.603490703,Campioli_2014,12
metabolism,Li,2013,10,10,-0.770660069,Li_2013,20
metabolism,Christiansen,2010a,15,7,-1.36507956,Christiansen_2010a,22
metabolism,Jarfelt,2005,12,15,-0.916989381,Jarfelt_2005,27
metabolism,Christiansen,2010b,15,8,-0.795336221,Christiansen_2010b,23
metabolism,Jarfelt,2005,12,15,-0.59980661,Jarfelt_2005,27
metabolism,Christiansen,2010b,15,6,-0.765432121,Christiansen_2010b,21
metabolism,Niermann,2015,3,3,-1.346779358,Niermann_2015,6
metabolism,Christiansen,2010a,15,6,-1.322430799,Christiansen_2010a,21
metabolism,Christiansen,2010a,15,7,-1.247029417,Christiansen_2010a,22
metabolism,Christiansen,2010a,15,6,-0.768705601,Christiansen_2010a,21
metabolism,Christiansen,2010a,15,7,-0.698933064,Christiansen_2010a,22
metabolism,Christiansen,2010b,15,8,-0.685945138,Christiansen_2010b,23
metabolism,Christiansen,2010b,15,6,-0.205598557,Christiansen_2010b,21
metabolism,Christiansen,2010b,15,6,-0.76391821,Christiansen_2010b,21
metabolism,Li,2013,10,10,-0.367024383,Li_2013,20
metabolism,Christiansen,2010b,15,6,-0.242173268,Christiansen_2010b,21
metabolism,Parks,2000,5,5,-2.617224204,Parks_2000,10
metabolism,Grande,2006,19,16,0.414776989,Grande_2006,35
metabolism,Li,2013,10,10,-0.24267687,Li_2013,20
metabolism,Andrade,2006b,18,18,0.155169053,Andrade_2006b,36
metabolism,Shirota,2005,8,9,0.453280917,Shirota_2005,17
metabolism,Andrade,2006b,21,15,0.679727927,Andrade_2006b,36
metabolism,Andrade,2006b,21,15,0.633541132,Andrade_2006b,36
metabolism,Andrade,2006b,21,13,0.665522474,Andrade_2006b,34
metabolism,Grande,2006,19,21,0.907375336,Grande_2006,40
metabolism,Grande,2006,19,19,0.887232415,Grande_2006,38
metabolism,Shirota,2005,8,8,1.195704908,Shirota_2005,16
metabolism,Shirota,2005,8,8,1.890575459,Shirota_2005,16
metabolism,Andrade,2006b,21,19,0.774420551,Andrade_2006b,40
metabolism,Grande,2006,19,24,1.498291363,Grande_2006,43
metabolism,Andrade,2006b,21,26,1.203665658,Andrade_2006b,47
metabolism,Shirota,2005,8,8,1.890575459,Shirota_2005,16
metabolism,Pocar,2012,33,27,-0.760559125,Pocar_2012,60
metabolism,Pocar,2012,33,28,-1.238301729,Pocar_2012,61
metabolism,Parks,2000,5,5,-0.904041554,Parks_2000,10
metabolism,Howdeshell,2007,6,6,0.032482161,Howdeshell_2007,12
metabolism,Howdeshell,2007,6,6,0.162434057,Howdeshell_2007,12
metabolism,Shirota,2005,8,9,-0.086440267,Shirota_2005,17
metabolism,Shirota,2005,8,8,0.151125185,Shirota_2005,16
metabolism,Dostal,1987b,7,7,-4.027190948,Dostal_1987b,14
metabolism,Shirota,2005,8,8,0.46346544,Shirota_2005,16
metabolism,Schmidt,2012,12,12,6.231008429,Schmidt_2012,24
metabolism,Schmidt,2012,12,12,1.661978932,Schmidt_2012,24
metabolism,Schmidt,2012,12,12,9.510489196,Schmidt_2012,24
metabolism,Schmidt,2012,12,12,4.53781504,Schmidt_2012,24
metabolism,Niermann,2015,3,3,-1.577834331,Niermann_2015,6
metabolism,Hao,2012,16,10,-0.535613718,Hao_2012,26
metabolism,Hao,2012,16,12,-0.59869977,Hao_2012,28
metabolism,Hao,2012,16,10,0.108005065,Hao_2012,26
metabolism,Dostal,1987a,6,6,-4.122390899,Dostal_1987a,12
metabolism,Hao,2013,16,10,0.791235394,Hao_2013,26
metabolism,Dostal,1987b,7,7,-1.76234196,Dostal_1987b,14
metabolism,Hao,2012,16,14,-0.054538111,Hao_2012,30
metabolism,Hao,2012,16,13,0.438322444,Hao_2012,29
metabolism,Hao,2012,16,12,1.241329389,Hao_2012,28
metabolism,Dostal,1987a,6,6,-1.296014908,Dostal_1987a,12
metabolism,Hao,2013,16,11,1.347440385,Hao_2013,27
metabolism,Jarfelt,2005,12,15,-0.480617083,Jarfelt_2005,27
metabolism,Dostal,1987a,6,6,-0.341056555,Dostal_1987a,12
metabolism,Christiansen,2010a,15,7,-0.803977125,Christiansen_2010a,22
metabolism,Christiansen,2010a,15,6,-0.672085367,Christiansen_2010a,21
metabolism,Christiansen,2010a,15,7,-0.969382151,Christiansen_2010a,22
metabolism,Christiansen,2010a,15,7,-0.478785404,Christiansen_2010a,22
metabolism,Schmidt,2012,12,12,0.447428089,Schmidt_2012,24
metabolism,Schmidt,2012,12,12,0.447428089,Schmidt_2012,24
metabolism,Schmidt,2012,12,12,0.413902187,Schmidt_2012,24
metabolism,Schmidt,2012,12,12,0.413902187,Schmidt_2012,24
metabolism,Christiansen,2010a,15,7,-0.213909579,Christiansen_2010a,22
metabolism,Jarfelt,2005,12,11,0.472316913,Jarfelt_2005,23
metabolism,Pocar,2012,33,27,-0.956141155,Pocar_2012,60
metabolism,Christiansen,2010b,15,8,-0.526826955,Christiansen_2010b,23
metabolism,Niermann,2015,3,3,-2.361895301,Niermann_2015,6
metabolism,Pocar,2012,33,24,-1.504350853,Pocar_2012,57
metabolism,Christiansen,2010a,15,8,0.520097041,Christiansen_2010a,23
metabolism,Christiansen,2010b,15,6,-0.426110538,Christiansen_2010b,21
metabolism,Christiansen,2010b,15,14,-0.44440675,Christiansen_2010b,29
metabolism,Pocar,2012,33,27,-0.64356436,Pocar_2012,60
metabolism,Pocar,2012,33,27,-0.64356436,Pocar_2012,60
metabolism,Schmidt,2012,12,12,0.527785313,Schmidt_2012,24
metabolism,Schmidt,2012,12,12,0.527785313,Schmidt_2012,24
metabolism,Christiansen,2010a,15,7,-1.106341341,Christiansen_2010a,22
metabolism,Christiansen,2010a,15,7,0.897241229,Christiansen_2010a,22
metabolism,Schmidt,2012,12,12,0.661823472,Schmidt_2012,24
metabolism,Schmidt,2012,12,12,0.661823472,Schmidt_2012,24
metabolism,Christiansen,2010b,15,6,-0.087911167,Christiansen_2010b,21
metabolism,Pocar,2012,33,28,-0.946857552,Pocar_2012,61
metabolism,Dostal,1987b,7,7,-1.914207543,Dostal_1987b,14
metabolism,Pocar,2012,33,28,-0.946857552,Pocar_2012,61
metabolism,Christiansen,2010a,15,7,-0.885073073,Christiansen_2010a,22
metabolism,Christiansen,2010a,15,6,-0.921320083,Christiansen_2010a,21
metabolism,Niermann,2015,3,3,-0.244680697,Niermann_2015,6
metabolism,Dostal,1987a,13,6,-2.133334384,Dostal_1987a,19
metabolism,Christiansen,2010a,15,7,0.931609631,Christiansen_2010a,22
metabolism,Christiansen,2010a,15,7,-0.221268268,Christiansen_2010a,22
metabolism,Shirota,2005,8,9,-0.688860234,Shirota_2005,17
metabolism,Christiansen,2010b,15,6,-0.690990062,Christiansen_2010b,21
metabolism,Christiansen,2010b,15,14,-0.510151064,Christiansen_2010b,29
metabolism,Christiansen,2010b,15,8,-0.424007688,Christiansen_2010b,23
metabolism,Dostal,1987a,13,6,0.450499415,Dostal_1987a,19
metabolism,Dostal,1987a,13,6,0.690992302,Dostal_1987a,19
metabolism,Dostal,1987b,9,9,-0.269200745,Dostal_1987b,18
metabolism,Christiansen,2010a,15,8,1.083197826,Christiansen_2010a,23
metabolism,Christiansen,2010a,15,7,0.885073073,Christiansen_2010a,22
metabolism,Christiansen,2010b,15,6,0,Christiansen_2010b,21
metabolism,Niermann,2015,3,3,-0.627891767,Niermann_2015,6
metabolism,Dostal,1987a,6,6,-0.757733905,Dostal_1987a,12
metabolism,Niermann,2015,3,3,0.01950111,Niermann_2015,6
metabolism,Niermann,2015,3,3,0.028510699,Niermann_2015,6
metabolism,Niermann,2015,3,3,0.797141025,Niermann_2015,6
metabolism,Grande,2006,17,16,-0.474311385,Grande_2006,33
metabolism,Grande,2006,19,26,-0.57618717,Grande_2006,45
metabolism,Grande,2006,17,23,-0.448366094,Grande_2006,40
metabolism,Andrade,2006b,18,15,-0.697309861,Andrade_2006b,33
metabolism,Grande,2006,17,21,-0.134746964,Grande_2006,38
metabolism,Grande,2006,17,19,-0.181212968,Grande_2006,36
metabolism,Grande,2006,17,21,-0.181836872,Grande_2006,38
metabolism,Grande,2006,17,18,-0.147689942,Grande_2006,35
metabolism,Andrade,2006b,18,18,-0.517632435,Andrade_2006b,36
metabolism,Andrade,2006b,18,18,-0.555139354,Andrade_2006b,36
metabolism,Andrade,2006b,18,12,-0.476509813,Andrade_2006b,30
metabolism,Andrade,2006b,18,15,-0.481361248,Andrade_2006b,33
metabolism,Andrade,2006b,18,13,-0.374665233,Andrade_2006b,31
metabolism,Kobayashi,2006,8,7,0.098935048,Kobayashi_2006,15
metabolism,Andrade,2006b,18,11,-0.269618543,Andrade_2006b,29
metabolism,Grande,2006,17,23,0.448366094,Grande_2006,40
metabolism,Grande,2006,17,21,0.385205845,Grande_2006,38
metabolism,Grande,2006,17,10,0.567909117,Grande_2006,27
metabolism,Andrade,2006b,18,12,0.082470064,Andrade_2006b,30
metabolism,Andrade,2006b,18,18,0.143771234,Andrade_2006b,36
metabolism,Jarfelt,2005,30,30,1.105222988,Jarfelt_2005,60
metabolism,Kobayashi,2006,8,7,0.654393976,Kobayashi_2006,15
metabolism,Andrade,2006b,18,20,0.602004961,Andrade_2006b,38
metabolism,Shirota,2005,8,9,-0.34586271,Shirota_2005,17
metabolism,Hao,2013,16,10,1.535587759,Hao_2013,26
metabolism,Shirota,2005,8,8,0.419011746,Shirota_2005,16
metabolism,Shirota,2005,8,8,0.948389584,Shirota_2005,16
metabolism,Campioli,2014,8,4,-0.676997684,Campioli_2014,12
metabolism,Campioli,2014,8,4,0.026709809,Campioli_2014,12
metabolism,Dostal,1987a,6,6,-0.646685465,Dostal_1987a,12
metabolism,Dostal,1987a,6,6,-0.565700944,Dostal_1987a,12
metabolism,Hao,2012,16,13,-0.201860981,Hao_2012,29
metabolism,Campioli,2014,8,4,0.454576626,Campioli_2014,12
metabolism,Dostal,1987a,6,6,-0.351789239,Dostal_1987a,12
metabolism,Hao,2012,16,14,0.264211642,Hao_2012,30
metabolism,Campioli,2014,8,4,0.554828937,Campioli_2014,12
metabolism,Lin,2009,19,18,-1.591684882,Lin_2009,37
metabolism,Dostal,1987a,6,6,-0.491480954,Dostal_1987a,12
metabolism,Hao,2013,16,11,0.823740524,Hao_2013,27
metabolism,Dostal,1987a,12,6,-1.006687375,Dostal_1987a,18
metabolism,Hao,2012,16,12,1.371852082,Hao_2012,28
metabolism,Dostal,1987a,12,6,-0.87556779,Dostal_1987a,18
metabolism,Dostal,1988,7,7,-0.992837275,Dostal_1988,14
metabolism,Dostal,1988,7,7,-1.171963316,Dostal_1988,14
metabolism,Dostal,1988,7,7,-0.546916214,Dostal_1988,14
metabolism,Dostal,1988,7,7,-0.468785326,Dostal_1988,14
metabolism,Dostal,1987a,12,6,-0.434125912,Dostal_1987a,18
metabolism,Grande,2007,19,20,0.305368587,Grande_2007,39
metabolism,Grande,2007,19,20,0.362833141,Grande_2007,39
metabolism,Grande,2007,19,19,0.43319716,Grande_2007,38
metabolism,Grande,2007,19,20,0.372619008,Grande_2007,39
metabolism,Grande,2007,19,20,0.477196945,Grande_2007,39
metabolism,Grande,2007,19,20,0.504035424,Grande_2007,39
metabolism,Grande,2007,19,21,0.730928656,Grande_2007,40
metabolism,Grande,2007,19,20,0.716133644,Grande_2007,39
metabolism,Grande,2007,19,20,0.95558668,Grande_2007,39
metabolism,Grande,2007,19,20,0.929690877,Grande_2007,39
metabolism,Kobayashi,2006,8,7,-0.299599054,Kobayashi_2006,15
metabolism,Kobayashi,2006,8,8,0.117349776,Kobayashi_2006,16
metabolism,Dalsenter,2006,10,10,-1.529254508,Dalsenter_2006,20
metabolism,Kobayashi,2006,8,7,0.372672497,Kobayashi_2006,15
metabolism,Dalsenter,2006,10,10,0.086103427,Dalsenter_2006,20
metabolism,Wei,2012,6,6,0.565063772,Wei_2012,12
metabolism,Dalsenter,2006,10,10,1.054653568,Dalsenter_2006,20
metabolism,Wei,2012,6,6,-1.918674161,Wei_2012,12
metabolism,Vo,2009,8,8,-0.8867677,Vo_2009,16
metabolism,Vo,2009,8,8,-0.654268112,Vo_2009,16
metabolism,Culty,2008,5,3,-0.944916505,Culty_2008,8
metabolism,Lin,2009,19,21,-0.250138922,Lin_2009,40
metabolism,Lin,2009,19,19,-0.275778656,Lin_2009,38
metabolism,Vo,2009,8,8,-0.828323134,Vo_2009,16
metabolism,Wei,2012,6,6,0.332802571,Wei_2012,12
metabolism,Wei,2012,6,6,0.332802571,Wei_2012,12
metabolism,Culty,2008,5,3,-0.183801649,Culty_2008,8
metabolism,Culty,2008,5,5,-0.158345905,Culty_2008,10
metabolism,Martino-Andrade,2009,7,6,0.030546315,Martino-Andrade_2009,13
metabolism,Culty,2008,5,3,0.439776583,Culty_2008,8
metabolism,Culty,2008,5,4,0.33062057,Culty_2008,9
metabolism,Culty,2008,5,3,0.960543185,Culty_2008,8
metabolism,Kobayashi,2006,8,7,-0.355090502,Kobayashi_2006,15
metabolism,Kobayashi,2006,8,7,0.063369817,Kobayashi_2006,15
metabolism,Kobayashi,2006,8,6,0.066410551,Kobayashi_2006,14
metabolism,Dalsenter,2006,10,10,-0.238385813,Dalsenter_2006,20
metabolism,Dalsenter,2006,10,10,-0.086964505,Dalsenter_2006,20
metabolism,Dalsenter,2006,10,10,0.289296567,Dalsenter_2006,20
metabolism,Wei,2012,6,6,0.075345638,Wei_2012,12
metabolism,Jarfelt,2005,16,16,-0.219649176,Jarfelt_2005,32
metabolism,Campioli,2014,6,6,0.105241035,Campioli_2014,12
metabolism,Jarfelt,2005,16,16,-0.04666889,Jarfelt_2005,32
metabolism,Campioli,2014,6,6,0.163381109,Campioli_2014,12
metabolism,Andrade,2006a,20,20,-0.650631339,Andrade_2006a,40
metabolism,Wei,2012,6,6,-3.089018589,Wei_2012,12
metabolism,Andrade,2006a,20,20,-0.552709298,Andrade_2006a,40
metabolism,Andrade,2006a,20,20,-0.47104387,Andrade_2006a,40
metabolism,Andrade,2006a,20,20,-0.523399972,Andrade_2006a,40
metabolism,Andrade,2006a,20,20,-0.364633103,Andrade_2006a,40
metabolism,Andrade,2006a,20,20,-0.342990556,Andrade_2006a,40
metabolism,Andrade,2006a,20,20,-0.206084439,Andrade_2006a,40
metabolism,Andrade,2006a,20,20,-0.166376048,Andrade_2006a,40
metabolism,Andrade,2006a,20,20,-0.022962436,Andrade_2006a,40
metabolism,Andrade,2006a,20,19,0.044699241,Andrade_2006a,39
metabolism,Wei,2012,6,6,0,Wei_2012,12
metabolism,Wei,2012,6,6,0,Wei_2012,12
metabolism,Gray,2000,19,16,-0.098139469,Gray_2000,35
metabolism,Howdeshell,2007,6,6,-0.145698336,Howdeshell_2007,12
metabolism,Jaiswal et al. ,1996,8,15,-0.42400766,Jaiswal et al. _1996,23
metabolism,Jaiswal et al. ,1996,8,15,-0.275940528,Jaiswal et al. _1996,23
metabolism,Khan et al. ,2003,6,6,0.753418634,Khan et al. _2003,12
metabolism,Jaiswal et al. ,1996,12,7,0.083117897,Jaiswal et al. _1996,19
metabolism,Reyes-Castro et al. ,2012,8,8,-1.485377521,Reyes-Castro et al. _2012a,16
metabolism,Reyes-Castro et al. ,2012,8,8,-1.485377521,Reyes-Castro et al. _2012a,16
metabolism,Rudyk et al. ,2011,7,8,0.125744071,Rudyk et al. _2011,15
metabolism,"Perreira-da-Silva, Cabral-Filho & de-Olivera ",2009,13,14,0.454106566,"Perreira-da-Silva, Cabral-Filho & de-Olivera _2009",27
metabolism,"Galler, Tonkiss & Maldonado-Irizarry ",1994,17,16,-0.667584253,"Galler, Tonkiss & Maldonado-Irizarry _1994",33
metabolism,"Galler, Tonkiss & Maldonado-Irizarry ",1994,17,16,0.08134665,"Galler, Tonkiss & Maldonado-Irizarry _1994",33
metabolism,Reyes-Castro et al. ,2012,8,8,0,Reyes-Castro et al. _2012a,16
metabolism,Watkins et al. ,2008,46,62,-0.045617953,Watkins et al. _2008a,108
metabolism,Khan et al. ,2003,6,6,0.106549485,Khan et al. _2003,12
metabolism,Khan et al. ,2003,6,6,-0.505408584,Khan et al. _2003,12
metabolism,Khan et al. ,2003,6,6,-0.443272652,Khan et al. _2003,12
metabolism,Rudyk et al. ,2011,7,8,-1.635239245,Rudyk et al. _2011,15
metabolism,Rudyk et al. ,2011,7,8,0,Rudyk et al. _2011,15
metabolism,Watkins et al. ,2008,54,57,-0.493313151,Watkins et al. _2008b,111
